"screen_name","text","is_retweet","mentions_screen_name","retweet_screen_name","retweet_verified","followers_count","verified","is_quote","quoted_name"
"FlopsAre","Working midnight patrol in the @NYPD48Pct circa 1998 <U+0001F499><U+0001F5A4><U+0001F4AA><U+0001F3FD><U+0001F1F5><U+0001F1F7>

#BronxCops #NYPD #Patrol #MidnightTours #DefendThePolice #BackTheBlue #BlueLivesMatter https://t.co/yAcwog5kei",TRUE,"bigricanman NYPD48Pct","bigricanman",FALSE,206,FALSE,FALSE,
"FlopsAre","Activists Try To Stop Seattle TV Station From Broadcasting Info About Riot Arrests - The Police Tribune https://t.co/A6x7r3LOjj

Follow @bluelivesmtr
#BlueLivesMatter #BackTheBlue #lawenforcement #PoliceTribune #law",TRUE,"bluelivesmtr","bluelivesmtr",TRUE,206,FALSE,FALSE,
"FlopsAre","Four Rioters Federally Indicted For Torching Patrol Cars In Philadelphia - The Police Tribune https://t.co/j40jzX2Naw

Follow @bluelivesmtr
#BlueLivesMatter #BackTheBlue #lawenforcement #PoliceTribune #law",TRUE,"bluelivesmtr","bluelivesmtr",TRUE,206,FALSE,FALSE,
"FlopsAre","Hero Down: Manchester Police Sgt. Stephen Bresciano Succumbs To Cancer - The Police Tribune https://t.co/6DjG9CJHFx

Follow @bluelivesmtr
#BlueLivesMatter #BackTheBlue #lawenforcement #PoliceTribune #law",TRUE,"bluelivesmtr","bluelivesmtr",TRUE,206,FALSE,FALSE,
"QueenKwan93","VIDEO: Sheriff Offers To Help Celebs Pack, Leave Country If Trump Wins - The Police Tribune https://t.co/9K5o4qWpet

Follow @bluelivesmtr
#BlueLivesMatter #BackTheBlue #lawenforcement #PoliceTribune #law",TRUE,"bluelivesmtr","bluelivesmtr",TRUE,645,FALSE,FALSE,
"DaniVieri","I’m black. I’m a cop. I’ve also had hours of de-escalation training. 

With that said:

No matter your color, mental status, prior condition, or mood, if you run at me with a knife, I will shoot you. Many times. 

The end. 

#Philadelphia #phillyriots #BlueLivesMatter",TRUE,"CopWithAttitude","CopWithAttitude",FALSE,328,FALSE,FALSE,
"ManoloE27297911","I’m black. I’m a cop. I’ve also had hours of de-escalation training. 

With that said:

No matter your color, mental status, prior condition, or mood, if you run at me with a knife, I will shoot you. Many times. 

The end. 

#Philadelphia #phillyriots #BlueLivesMatter",TRUE,"CopWithAttitude","CopWithAttitude",FALSE,150,FALSE,FALSE,
"MartaGuillermo4","I’m black. I’m a cop. I’ve also had hours of de-escalation training. 

With that said:

No matter your color, mental status, prior condition, or mood, if you run at me with a knife, I will shoot you. Many times. 

The end. 

#Philadelphia #phillyriots #BlueLivesMatter",TRUE,"CopWithAttitude","CopWithAttitude",FALSE,405,FALSE,FALSE,
"GoCoffeeEnergy","@ABC <U+0001F44D> Great job police! Way to enforce the laws! 

If they want to act third world...go to the third world.

If your protest isn’t important enough to be noticed from the sidewalk...you likely are a fool following a bigger fool.

#Educate #FollowTheLaw #BlueLivesMatter",FALSE,"ABC",,,1396,FALSE,FALSE,
"john_m__kane","I’m black. I’m a cop. I’ve also had hours of de-escalation training. 

With that said:

No matter your color, mental status, prior condition, or mood, if you run at me with a knife, I will shoot you. Many times. 

The end. 

#Philadelphia #phillyriots #BlueLivesMatter",TRUE,"CopWithAttitude","CopWithAttitude",FALSE,21,FALSE,FALSE,
"vakuno81","I’m black. I’m a cop. I’ve also had hours of de-escalation training. 

With that said:

No matter your color, mental status, prior condition, or mood, if you run at me with a knife, I will shoot you. Many times. 

The end. 

#Philadelphia #phillyriots #BlueLivesMatter",TRUE,"CopWithAttitude","CopWithAttitude",FALSE,888,FALSE,FALSE,
"Furiano1776","I’m black. I’m a cop. I’ve also had hours of de-escalation training. 

With that said:

No matter your color, mental status, prior condition, or mood, if you run at me with a knife, I will shoot you. Many times. 

The end. 

#Philadelphia #phillyriots #BlueLivesMatter",TRUE,"CopWithAttitude","CopWithAttitude",FALSE,101,FALSE,FALSE,
"franbetico7","I’m black. I’m a cop. I’ve also had hours of de-escalation training. 

With that said:

No matter your color, mental status, prior condition, or mood, if you run at me with a knife, I will shoot you. Many times. 

The end. 

#Philadelphia #phillyriots #BlueLivesMatter",TRUE,"CopWithAttitude","CopWithAttitude",FALSE,188,FALSE,FALSE,
"aboloice","I’m black. I’m a cop. I’ve also had hours of de-escalation training. 

With that said:

No matter your color, mental status, prior condition, or mood, if you run at me with a knife, I will shoot you. Many times. 

The end. 

#Philadelphia #phillyriots #BlueLivesMatter",TRUE,"CopWithAttitude","CopWithAttitude",FALSE,164,FALSE,FALSE,
"gnomepises","I’m black. I’m a cop. I’ve also had hours of de-escalation training. 

With that said:

No matter your color, mental status, prior condition, or mood, if you run at me with a knife, I will shoot you. Many times. 

The end. 

#Philadelphia #phillyriots #BlueLivesMatter",TRUE,"CopWithAttitude","CopWithAttitude",FALSE,258,FALSE,FALSE,
"almusosa","I’m black. I’m a cop. I’ve also had hours of de-escalation training. 

With that said:

No matter your color, mental status, prior condition, or mood, if you run at me with a knife, I will shoot you. Many times. 

The end. 

#Philadelphia #phillyriots #BlueLivesMatter",TRUE,"CopWithAttitude","CopWithAttitude",FALSE,137,FALSE,FALSE,
"alex_teso","I’m black. I’m a cop. I’ve also had hours of de-escalation training. 

With that said:

No matter your color, mental status, prior condition, or mood, if you run at me with a knife, I will shoot you. Many times. 

The end. 

#Philadelphia #phillyriots #BlueLivesMatter",TRUE,"CopWithAttitude","CopWithAttitude",FALSE,102,FALSE,FALSE,
"TivoniDevor","Illegally shutting down a bridge while waving #BlueLivesMatter flags https://t.co/wgrh4mN69X",FALSE,,,,950,FALSE,TRUE,"Fifty Shades of Whey"
"spoopydude58","I’m black. I’m a cop. I’ve also had hours of de-escalation training. 

With that said:

No matter your color, mental status, prior condition, or mood, if you run at me with a knife, I will shoot you. Many times. 

The end. 

#Philadelphia #phillyriots #BlueLivesMatter",TRUE,"CopWithAttitude","CopWithAttitude",FALSE,15,FALSE,FALSE,
"maddeprovince","I’m black. I’m a cop. I’ve also had hours of de-escalation training. 

With that said:

No matter your color, mental status, prior condition, or mood, if you run at me with a knife, I will shoot you. Many times. 

The end. 

#Philadelphia #phillyriots #BlueLivesMatter",TRUE,"CopWithAttitude","CopWithAttitude",FALSE,397,FALSE,FALSE,
"CiranGuccini","I’m black. I’m a cop. I’ve also had hours of de-escalation training. 

With that said:

No matter your color, mental status, prior condition, or mood, if you run at me with a knife, I will shoot you. Many times. 

The end. 

#Philadelphia #phillyriots #BlueLivesMatter",TRUE,"CopWithAttitude","CopWithAttitude",FALSE,1549,FALSE,FALSE,
"JuanMar34035980","I’m black. I’m a cop. I’ve also had hours of de-escalation training. 

With that said:

No matter your color, mental status, prior condition, or mood, if you run at me with a knife, I will shoot you. Many times. 

The end. 

#Philadelphia #phillyriots #BlueLivesMatter",TRUE,"CopWithAttitude","CopWithAttitude",FALSE,162,FALSE,FALSE,
"Rousteing_3000","I’m black. I’m a cop. I’ve also had hours of de-escalation training. 

With that said:

No matter your color, mental status, prior condition, or mood, if you run at me with a knife, I will shoot you. Many times. 

The end. 

#Philadelphia #phillyriots #BlueLivesMatter",TRUE,"CopWithAttitude","CopWithAttitude",FALSE,84,FALSE,FALSE,
"PhilAMellows","I’m black. I’m a cop. I’ve also had hours of de-escalation training. 

With that said:

No matter your color, mental status, prior condition, or mood, if you run at me with a knife, I will shoot you. Many times. 

The end. 

#Philadelphia #phillyriots #BlueLivesMatter",TRUE,"CopWithAttitude","CopWithAttitude",FALSE,119697,FALSE,FALSE,
"donweston316","BREAKING:

“Protestors” blocked the ER entrance for 2 LA Officers who were critically shot by a coward....

They were chanting “we hope they die” while attempting to prevent them from getting life saving treatment?!

This is EVIL! This MUST BE ENDED!

RT! 

#BlueLivesMatter",TRUE,"GrahamAllen_1","GrahamAllen_1",TRUE,95,FALSE,FALSE,
"MaiaxYvonne","The police not only attacked a black women with her kid in the backseat for having trouble making a u-turn, but they proceeded to use the child in propaganda photos. 

Somehow the police day after day continue to get even worse. 

#BlueLivesMatter #phillyprotest",TRUE,"TheNYSocialist","TheNYSocialist",FALSE,5896,FALSE,FALSE,
"AaronAirhart","Rest In Peace @houstonpolice Sgt Harold Preston who was shot &amp; killed on 10/20/20 while responding to a domestic disturbance call. He was a 41 year veteran &amp; leaves behind his elderly parents whom he cared for. Please retweet to honor him <U+0001F499><U+0001F61E><U+0001F64F><U+0001F3FC> #BlueLivesMatter #BackTheBlue https://t.co/PvLF2ZqdlZ",TRUE,"bigricanman houstonpolice","bigricanman",FALSE,206,FALSE,FALSE,
"EuGudin1","Let´s go vote for Donald Trump #MAGA God Bless USA Vote @GOP Vote @realDonaldTrump #Trump2020 #LawAndOrder #BlueLivesMatter #TRUMP2020ToSaveAmerica @Mike_Pence @GOPChairwoman #TrumpVictory",FALSE,"GOP realDonaldTrump Mike_Pence GOPChairwoman",,,107,FALSE,FALSE,
"CrassusT","Four Rioters Federally Indicted For Torching Patrol Cars In Philadelphia - The Police Tribune https://t.co/j40jzX2Naw

Follow @bluelivesmtr
#BlueLivesMatter #BackTheBlue #lawenforcement #PoliceTribune #law",TRUE,"bluelivesmtr","bluelivesmtr",TRUE,492,FALSE,FALSE,
"FnFUpdates","IMPORTANT PSA: How to not be shot by the police in America! 

#DefendThePolice #BlueLivesMatter #BackTheBlue #Trump #MAGA2020 
#Trump2020Landslide #Trump2020 https://t.co/ieg4pGrQev",FALSE,,,,1376,FALSE,FALSE,
"CostaCasey","Biden’s parade was MAYBE nine cars. @realDonaldTrump had easily 100
Cars. So proud! #freano #Trump2020Landslide #CorruptJoeBiden #4MoreYears #TrumpParade #BlueLivesMatter #RedWave2020 https://t.co/pN5lX1SAuV",FALSE,"realDonaldTrump",,,298,FALSE,FALSE,
"KatPrayLove","Last night, someone snapped the strip of balsa wood I used as a pole for my #BlueLivesMatter flag and ran off with it, while ignoring the #trump sign in the front lawn. Too bad for them, I now have a replacement flag PLUS a #TrumpPence2020 flag arriving tomorrow <U+0001F608> https://t.co/ShjtgGeGeZ",FALSE,,,,534,FALSE,FALSE,
"JackieLTweets","@michelletandler Play stupid games, win stupid prizes. #BlueLivesMatter It's interesting that its minorities that would feel *safer* with a bigger police presence - which is the opposite of the impression you'd get from the anarchist #ACAB #DefundThePolice millennial &amp; Gen-Z crowd.",FALSE,"michelletandler",,,661,FALSE,FALSE,
"getwiredms","Please continue to keep Officer Abney in your prayers. His life matters. #BlueLivesMatter

https://t.co/G6Xj8uQhsG",TRUE,"sgtbetsysmith","sgtbetsysmith",FALSE,395,FALSE,FALSE,
"Gen_Z_Murican","I STAND WITH THE #ThinBlueLine 
#BlueLivesMatter https://t.co/Dv8n69eg4z",TRUE,"DinoPorrazzo","DinoPorrazzo",FALSE,6033,FALSE,FALSE,
"DefiningRandom","The police not only attacked a black women with her kid in the backseat for having trouble making a u-turn, but they proceeded to use the child in propaganda photos. 

Somehow the police day after day continue to get even worse. 

#BlueLivesMatter #phillyprotest",TRUE,"TheNYSocialist","TheNYSocialist",FALSE,169,FALSE,FALSE,
"SUSANinCSRA","I STAND WITH THE #ThinBlueLine 
#BlueLivesMatter https://t.co/Dv8n69eg4z",TRUE,"DinoPorrazzo","DinoPorrazzo",FALSE,611,FALSE,FALSE,
"AmericanMadeAp1","Freeshipping at https://t.co/NJ4QHvGiDy using promo code FREESHIPPING #America #AmericanMade #AmericaMadeApparel #BlueLine #BlueLivesMatter #backthebadge #backtheblue #greenline #redline #apparel #freeshipping https://t.co/tXkClqCnMM",FALSE,,,,0,FALSE,FALSE,
"lisareid11","Activists Try To Stop Seattle TV Station From Broadcasting Info About Riot Arrests - The Police Tribune https://t.co/A6x7r3LOjj

Follow @bluelivesmtr
#BlueLivesMatter #BackTheBlue #lawenforcement #PoliceTribune #law",TRUE,"bluelivesmtr","bluelivesmtr",TRUE,1723,FALSE,FALSE,
"lisareid11","#BREAKING: Two New Orleans Officers Ambushed At Stop Sign, One Shot In Face - The Police Tribune https://t.co/NFGX4afmZV

Follow @bluelivesmtr
#BlueLivesMatter #BackTheBlue #lawenforcement #PoliceTribune #law",TRUE,"bluelivesmtr","bluelivesmtr",TRUE,1723,FALSE,FALSE,
"lisareid11","Four Rioters Federally Indicted For Torching Patrol Cars In Philadelphia - The Police Tribune https://t.co/j40jzX2Naw

Follow @bluelivesmtr
#BlueLivesMatter #BackTheBlue #lawenforcement #PoliceTribune #law",TRUE,"bluelivesmtr","bluelivesmtr",TRUE,1723,FALSE,FALSE,
"schiltz_b","@illumilady @USATODAY 911? Thought they wanted to defund the police? #BlueLivesMatter #Trump2020Landslide",FALSE,"illumilady USATODAY",,,42,FALSE,FALSE,
"GeeProsper74","The police not only attacked a black women with her kid in the backseat for having trouble making a u-turn, but they proceeded to use the child in propaganda photos. 

Somehow the police day after day continue to get even worse. 

#BlueLivesMatter #phillyprotest",TRUE,"TheNYSocialist","TheNYSocialist",FALSE,682,FALSE,FALSE,
"TheArtBully","The police not only attacked a black women with her kid in the backseat for having trouble making a u-turn, but they proceeded to use the child in propaganda photos. 

Somehow the police day after day continue to get even worse. 

#BlueLivesMatter #phillyprotest",TRUE,"TheNYSocialist","TheNYSocialist",FALSE,1326,FALSE,FALSE,
"RichAutry","Trump supporter caught lackin by #antifa and #blm protestors in Beverly Hills <U+0001F62E> #blacklivesmatter #blmmovement #bluelivesmatter #alllivesmatter #maga #maga2020 #bidenharris2020 #biden2020 #trump #trump2020 https://t.co/2vHMJlgZyc",FALSE,,,,243,FALSE,FALSE,
"CAPeggy012","@bluelivesmtr It's about time someone did something to show these S-A-V-A-G-E-S that this crap will NOT be tolerated! Now, get busy in places like Seattle, Minneapolis, and ALL the cities where they are destroying everything they can! <U+0001F64F><U+0001F46E><U+0001F499><U+0001F5A4><U+0001F54A><U+FE0F><U+0001F937><U+0001F64F>#BLUELIVESMATTER #DEFENDTHEPOLICE #HEROES",TRUE,"fae592013 bluelivesmtr","fae592013",FALSE,16,FALSE,FALSE,
"Ivoleiden75","Cop Sues Breonna Taylor's Boyfriend For Shooting Him - The Police Tribune https://t.co/NNNQoHtNPA

Follow @bluelivesmtr
#BlueLivesMatter #BackTheBlue #lawenforcement #PoliceTribune #law",TRUE,"bluelivesmtr bluelivesmtr","bluelivesmtr",TRUE,282,FALSE,FALSE,
"Ivoleiden75","Four Rioters Federally Indicted For Torching Patrol Cars In Philadelphia - The Police Tribune https://t.co/j40jzX2Naw

Follow @bluelivesmtr
#BlueLivesMatter #BackTheBlue #lawenforcement #PoliceTribune #law",TRUE,"bluelivesmtr","bluelivesmtr",TRUE,282,FALSE,FALSE,
"eagles6998","VIDEO: Driver Tried To Run Over Cops Twice Before Being Shot - The Police Tribune https://t.co/VjlzXSkdvH

Follow @bluelivesmtr
#BlueLivesMatter #BackTheBlue #lawenforcement #PoliceTribune #law",TRUE,"bluelivesmtr","bluelivesmtr",TRUE,70,FALSE,FALSE,
"eagles6998","Bernie Supporter Arrested In Assassination Plot Against Biden - The Police Tribune https://t.co/DHhFHLO6sK

Follow @bluelivesmtr
#BlueLivesMatter #BackTheBlue #lawenforcement #PoliceTribune #law",TRUE,"bluelivesmtr","bluelivesmtr",TRUE,70,FALSE,FALSE,
"eagles6998","Walter Wallace's Family Says Officers Shouldn't Be Charged With Murder - The Police Tribune https://t.co/lkEXEyldGi

Follow @bluelivesmtr
#BlueLivesMatter #BackTheBlue #lawenforcement #PoliceTribune #law",TRUE,"bluelivesmtr","bluelivesmtr",TRUE,70,FALSE,FALSE,
"eagles6998","Four Rioters Federally Indicted For Torching Patrol Cars In Philadelphia - The Police Tribune https://t.co/j40jzX2Naw

Follow @bluelivesmtr
#BlueLivesMatter #BackTheBlue #lawenforcement #PoliceTribune #law",TRUE,"bluelivesmtr","bluelivesmtr",TRUE,70,FALSE,FALSE,
"eagles6998","Activists Try To Stop Seattle TV Station From Broadcasting Info About Riot Arrests - The Police Tribune https://t.co/A6x7r3LOjj

Follow @bluelivesmtr
#BlueLivesMatter #BackTheBlue #lawenforcement #PoliceTribune #law",TRUE,"bluelivesmtr","bluelivesmtr",TRUE,70,FALSE,FALSE,
"SueCrean","“I have worked with police in this country for many years,” Mr. Biden said. “I know most cops are good, decent people. I know how they risk their lives every time they put that shield on.” #BlueLivesMatter",FALSE,,,,237,FALSE,FALSE,
"SheilaLAnderson","Activists Try To Stop Seattle TV Station From Broadcasting Info About Riot Arrests - The Police Tribune https://t.co/A6x7r3LOjj

Follow @bluelivesmtr
#BlueLivesMatter #BackTheBlue #lawenforcement #PoliceTribune #law",TRUE,"bluelivesmtr","bluelivesmtr",TRUE,60,FALSE,FALSE,
"SheilaLAnderson","Rioters Blow Up At Least 17 ATMs Throughout Philadelphia - The Police Tribune https://t.co/j6DHtKUWYz

Follow @bluelivesmtr
#BlueLivesMatter #BackTheBlue #lawenforcement #PoliceTribune #law",TRUE,"bluelivesmtr","bluelivesmtr",TRUE,60,FALSE,FALSE,
"blaze0497","I STAND WITH THE #ThinBlueLine 
#BlueLivesMatter https://t.co/Dv8n69eg4z",TRUE,"DinoPorrazzo","DinoPorrazzo",FALSE,41651,FALSE,FALSE,
"RettajJohnson","Let me guess, #BlueLIvesMatter crowd, she “should’ve complied?

He “feared for his life?”

She “posed a threat?”

Which excuse applied to this act of terrorism?

#DefundThePolice
#StopPoliceBrutality
#ThereAreNoBlueLives https://t.co/FsvZaGrBtw",TRUE,"TalbertSwan","TalbertSwan",TRUE,191,FALSE,FALSE,
"jujuokok","The police not only attacked a black women with her kid in the backseat for having trouble making a u-turn, but they proceeded to use the child in propaganda photos. 

Somehow the police day after day continue to get even worse. 

#BlueLivesMatter #phillyprotest",TRUE,"TheNYSocialist","TheNYSocialist",FALSE,484,FALSE,FALSE,
"mtmccarrie","When police are unable to use less-than-lethal tools to disperse riots, they’re more likely to rely on deadly alternatives like guns. #backthebadge #BlueLivesMatter #backtheblue  https://t.co/oxwiXbJl3r",FALSE,,,,2385,FALSE,FALSE,
"Rosaluvzherfamz","Let us continue to pray for our awesome #NYCPoliceOfficers.  They risk their lives everyday to protect us. If you don't agree, then try putting yourself in their place. #BlueLivesMatter https://t.co/D00vnfxfUX",FALSE,,,,113,FALSE,TRUE,"James Klüg"
"SimoneAlexa","Notice the #BlueLivesMatter flag inciting violence? Reason #516192930 why the police should be abolished https://t.co/Fcf4uLo2jM",FALSE,,,,1402,FALSE,TRUE,"Dr. Eric Cervini"
"dareinking","Thanks for convincing a few more folks to vote for @realDonaldTrump What despicable bunch of losers. #LawAndOrder #BlueLivesMatter 
#Trump2020LandslideVictory https://t.co/GnovntktmT",FALSE,"realDonaldTrump",,,482,FALSE,TRUE,"James Woods"
"darkblue714","Four Rioters Federally Indicted For Torching Patrol Cars In Philadelphia - The Police Tribune https://t.co/j40jzX2Naw

Follow @bluelivesmtr
#BlueLivesMatter #BackTheBlue #lawenforcement #PoliceTribune #law",TRUE,"bluelivesmtr","bluelivesmtr",TRUE,513,FALSE,FALSE,
"darkblue714","Walter Wallace's Family Says Officers Shouldn't Be Charged With Murder - The Police Tribune https://t.co/lkEXEyldGi

Follow @bluelivesmtr
#BlueLivesMatter #BackTheBlue #lawenforcement #PoliceTribune #law",TRUE,"bluelivesmtr","bluelivesmtr",TRUE,513,FALSE,FALSE,
"yingling0216","I’m black. I’m a cop. I’ve also had hours of de-escalation training. 

With that said:

No matter your color, mental status, prior condition, or mood, if you run at me with a knife, I will shoot you. Many times. 

The end. 

#Philadelphia #phillyriots #BlueLivesMatter",TRUE,"CopWithAttitude","CopWithAttitude",FALSE,166,FALSE,FALSE,
"luvscharmed","I’m black. I’m a cop. I’ve also had hours of de-escalation training. 

With that said:

No matter your color, mental status, prior condition, or mood, if you run at me with a knife, I will shoot you. Many times. 

The end. 

#Philadelphia #phillyriots #BlueLivesMatter",TRUE,"CopWithAttitude","CopWithAttitude",FALSE,290,FALSE,FALSE,
"Vulcan094","VIDEO: Driver Tried To Run Over Cops Twice Before Being Shot - The Police Tribune https://t.co/VjlzXSkdvH

Follow @bluelivesmtr
#BlueLivesMatter #BackTheBlue #lawenforcement #PoliceTribune #law",TRUE,"bluelivesmtr","bluelivesmtr",TRUE,238,FALSE,FALSE,
"Vulcan094","Rioters Blow Up At Least 17 ATMs Throughout Philadelphia - The Police Tribune https://t.co/j6DHtKUWYz

Follow @bluelivesmtr
#BlueLivesMatter #BackTheBlue #lawenforcement #PoliceTribune #law",TRUE,"bluelivesmtr","bluelivesmtr",TRUE,238,FALSE,FALSE,
"Vulcan094","Four Rioters Federally Indicted For Torching Patrol Cars In Philadelphia - The Police Tribune https://t.co/j40jzX2Naw

Follow @bluelivesmtr
#BlueLivesMatter #BackTheBlue #lawenforcement #PoliceTribune #law",TRUE,"bluelivesmtr","bluelivesmtr",TRUE,238,FALSE,FALSE,
"thedealreal","Four Rioters Federally Indicted For Torching Patrol Cars In Philadelphia - The Police Tribune https://t.co/j40jzX2Naw

Follow @bluelivesmtr
#BlueLivesMatter #BackTheBlue #lawenforcement #PoliceTribune #law",TRUE,"bluelivesmtr","bluelivesmtr",TRUE,103,FALSE,FALSE,
"aeoost","@thebradfordfile The whole country is one big #TrumpTrain parade: This is the last of probably a dozen Trump train parades in #Oklahoma, #Tulsa and surrounding counties, from the looks of it over 400 vehicles easy… A big ThankYou to @BAPolice4 for some much needed assistance!  #BlueLivesMatter https://t.co/2V2jms4U8D",FALSE,"thebradfordfile BAPolice4",,,1369,FALSE,FALSE,
"AKnowledgeTruth","WITHOUT A CARE FOR THEIR SAFETY, THESE 2 NYPD OFFICERS TOOK IMMEDIATE ACTION SAVING THE LIFE OF A STRANGER 

GUYS... YOU'RE BOTH HEROES <U+0001F64C>
#BlueLivesMatter <U+0001F4AF><U+0001F499>
(@NYPDShea @NYPDChiefofDept)

https://t.co/eTX9CBxTSm",TRUE,"UrgentNews911","UrgentNews911",FALSE,1300,FALSE,FALSE,
"pessoafan45","@RealJamesWoods Sick, twisted people. vote Trump &amp; show law enforcement your support. Trump is the only one who can stand up to the loony left <U+0001F64F><U+0001F64F><U+0001F64F><U+0001F64F>
#Backtheblue
#BlueLivesMatter",FALSE,"RealJamesWoods",,,4,FALSE,FALSE,
"dr__biba","The police not only attacked a black women with her kid in the backseat for having trouble making a u-turn, but they proceeded to use the child in propaganda photos. 

Somehow the police day after day continue to get even worse. 

#BlueLivesMatter #phillyprotest",TRUE,"TheNYSocialist","TheNYSocialist",FALSE,705,FALSE,FALSE,
"Gratefulval2","@USA_4Trump_2020 @ColSDM @realDonaldTrump Thank you fir your service <U+0001F1FA><U+0001F1F8>#BackTheBlue #BlueLivesMatter",FALSE,"USA_4Trump_2020 ColSDM realDonaldTrump",,,1842,FALSE,FALSE,
"Gratefulval2","#BlueLivesMatter #DeBlasio and #Cuomo must go.  One more year https://t.co/Bvnp1luQ5p",FALSE,,,,1842,FALSE,TRUE,"John Cardillo"
"_imcountry","I’m black. I’m a cop. I’ve also had hours of de-escalation training. 

With that said:

No matter your color, mental status, prior condition, or mood, if you run at me with a knife, I will shoot you. Many times. 

The end. 

#Philadelphia #phillyriots #BlueLivesMatter",TRUE,"CopWithAttitude","CopWithAttitude",FALSE,7406,FALSE,FALSE,
"fae592013","@bluelivesmtr It's about time someone did something to show these S-A-V-A-G-E-S that this crap will NOT be tolerated! Now, get busy in places like Seattle, Minneapolis, and ALL the cities where they are destroying everything they can! <U+0001F64F><U+0001F46E><U+0001F499><U+0001F5A4><U+0001F54A><U+FE0F><U+0001F937><U+0001F64F>#BLUELIVESMATTER #DEFENDTHEPOLICE #HEROES",FALSE,"bluelivesmtr",,,39,FALSE,FALSE,
"slang369","Four Rioters Federally Indicted For Torching Patrol Cars In Philadelphia - The Police Tribune https://t.co/j40jzX2Naw

Follow @bluelivesmtr
#BlueLivesMatter #BackTheBlue #lawenforcement #PoliceTribune #law",TRUE,"bluelivesmtr","bluelivesmtr",TRUE,563,FALSE,FALSE,
"kemmett58","Four Rioters Federally Indicted For Torching Patrol Cars In Philadelphia - The Police Tribune https://t.co/j40jzX2Naw

Follow @bluelivesmtr
#BlueLivesMatter #BackTheBlue #lawenforcement #PoliceTribune #law",TRUE,"bluelivesmtr","bluelivesmtr",TRUE,632,FALSE,FALSE,
"realBillBean","Four Rioters Federally Indicted For Torching Patrol Cars In Philadelphia - The Police Tribune https://t.co/j40jzX2Naw

Follow @bluelivesmtr
#BlueLivesMatter #BackTheBlue #lawenforcement #PoliceTribune #law",TRUE,"bluelivesmtr","bluelivesmtr",TRUE,4764,FALSE,FALSE,
"realBillBean","VIDEO: Driver Tried To Run Over Cops Twice Before Being Shot - The Police Tribune https://t.co/VjlzXSkdvH

Follow @bluelivesmtr
#BlueLivesMatter #BackTheBlue #lawenforcement #PoliceTribune #law",TRUE,"bluelivesmtr","bluelivesmtr",TRUE,4764,FALSE,FALSE,
"realBillBean","Two NOPD officers ambushed, shot in French Quarter; suspect apprehended

Praying for both officers and their families 

<U+0001F447> link to story 
https://t.co/Zg8L0jJdZc

#BlueLivesMatter #ServeAndProtect #EnoughIsEnough #BackTheBlue https://t.co/NzMsQvjUcQ",TRUE,"ChicagoPD19","ChicagoPD19",FALSE,4764,FALSE,FALSE,
"realBillBean","#BREAKING: Two New Orleans Officers Ambushed At Stop Sign, One Shot In Face - The Police Tribune https://t.co/NFGX4afmZV

Follow @bluelivesmtr
#BlueLivesMatter #BackTheBlue #lawenforcement #PoliceTribune #law",TRUE,"bluelivesmtr","bluelivesmtr",TRUE,4764,FALSE,FALSE,
"LasVegasGirl72","Four Rioters Federally Indicted For Torching Patrol Cars In Philadelphia - The Police Tribune https://t.co/j40jzX2Naw

Follow @bluelivesmtr
#BlueLivesMatter #BackTheBlue #lawenforcement #PoliceTribune #law",TRUE,"bluelivesmtr","bluelivesmtr",TRUE,1817,FALSE,FALSE,
"vkg65","Texas police officer shot and injured. <U+0001F64F><U+0001F64F><U+0001F64F> #BlueLivesMatter

https://t.co/9SJuZec4p3",TRUE,"sgtbetsysmith","sgtbetsysmith",FALSE,48,FALSE,FALSE,
"DarksideLeader","Twitter Suspends CBP Commissioner For Tweeting About Success Of Border Wall - The Police Tribune https://t.co/NN6FP6iIvE

Follow @bluelivesmtr
#BlueLivesMatter #BackTheBlue #lawenforcement #PoliceTribune #law",TRUE,"bluelivesmtr","bluelivesmtr",TRUE,817,FALSE,FALSE,
"DarksideLeader","Bernie Supporter Arrested In Assassination Plot Against Biden - The Police Tribune https://t.co/DHhFHLO6sK

Follow @bluelivesmtr
#BlueLivesMatter #BackTheBlue #lawenforcement #PoliceTribune #law",TRUE,"bluelivesmtr","bluelivesmtr",TRUE,817,FALSE,FALSE,
"DarksideLeader","Four Rioters Federally Indicted For Torching Patrol Cars In Philadelphia - The Police Tribune https://t.co/j40jzX2Naw

Follow @bluelivesmtr
#BlueLivesMatter #BackTheBlue #lawenforcement #PoliceTribune #law",TRUE,"bluelivesmtr","bluelivesmtr",TRUE,817,FALSE,FALSE,
"Eleven471","Four Rioters Federally Indicted For Torching Patrol Cars In Philadelphia - The Police Tribune https://t.co/j40jzX2Naw

Follow @bluelivesmtr
#BlueLivesMatter #BackTheBlue #lawenforcement #PoliceTribune #law",TRUE,"bluelivesmtr","bluelivesmtr",TRUE,235,FALSE,FALSE,
"educationrocks5","Four Rioters Federally Indicted For Torching Patrol Cars In Philadelphia - The Police Tribune https://t.co/j40jzX2Naw

Follow @bluelivesmtr
#BlueLivesMatter #BackTheBlue #lawenforcement #PoliceTribune #law",TRUE,"bluelivesmtr","bluelivesmtr",TRUE,184,FALSE,FALSE,
